R.FileName_1,R.FileName_2,R.Condition_1,R.Condition_2,correlation_score
XTT001_EVOSE...7_S3-B2_1_1680,XTT001_EVOSE...9_S3-D2_1_1863,cancer,control,0.68
XTT001_EVOSE...7_S3-B2_1_1680,XTT001_EVOSE...1_S3-A2_1_1868,cancer,control,0.74
XTT001_EVOSE...7_S3-B2_1_1680,XTT001_EVOSE...6_S3-C2_1_1875,cancer,control,0.74
XTT001_EVOSE...7_S3-B2_1_1680,XTT001_EVOSE...3_S3-G2_1_1880,cancer,control,0.61
XTT001_EVOSE...7_S3-B2_1_1680,XTT001_EVOSE...8_S3-E2_1_1890,cancer,control,0.55
XTT001_EVOSE...7_S3-B2_1_1680,XTT001_EVOSE...0_S3-F2_1_1895,cancer,control,0.8
XTT001_EVOSE...7_S3-B2_1_1680,XTT001_EVOSE...7_S3-H2_1_1902,cancer,control,0.6
XTT001_EVOSE...7_S3-B2_1_1680,XTT001_EVOSE...4_S3-B2_1_1907,cancer,control,0.52
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...0_S3-H7_1_1609,cancer,cancer,0.71
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...7_S3-A2_1_1616,cancer,cancer,0.87
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...2_S3-D2_1_1621,cancer,cancer,0.81
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...9_S3-F2_1_1632,cancer,cancer,0.79
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...4_S3-C2_1_1637,cancer,cancer,0.79
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...1_S3-H2_1_1644,cancer,cancer,0.79
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...6_S3-B7_1_1649,cancer,cancer,0.66
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...3_S3-F7_1_1656,cancer,cancer,0.86
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...8_S3-G2_1_1661,cancer,cancer,0.76
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...5_S3-D7_1_1668,cancer,cancer,0.82
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...0_S3-A7_1_1673,cancer,cancer,0.85
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...7_S3-B2_1_1680,cancer,cancer,0.8
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...2_S3-C7_1_1685,cancer,cancer,1
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...9_S3-E2_1_1692,cancer,cancer,0.77
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...4_S3-E7_1_1697,cancer,cancer,0.81
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...5_S3-G7_1_1604,cancer,cancer,0.76
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...7_S3-A2_1_1759,cancer,cancer,0.8
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...2_S3-D2_1_1764,cancer,cancer,0.67
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...4_S3-C2_1_1776,cancer,cancer,0.83
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...7_S3-B2_1_1819,cancer,cancer,0.82
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...9_S3-F2_1_1771,cancer,control,0.8
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...1_S3-H2_1_1783,cancer,control,0.69
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...6_S3-B7_1_1788,cancer,control,0.81
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...3_S3-F7_1_1795,cancer,control,0.78
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...8_S3-G2_1_1800,cancer,control,0.77
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...5_S3-D7_1_1807,cancer,control,0.8
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...0_S3-A7_1_1812,cancer,control,0.75
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...2_S3-C7_1_1824,cancer,control,0.78
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...9_S3-E2_1_1831,cancer,control,0.73
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...4_S3-E7_1_1836,cancer,control,0.85
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...5_S3-G7_1_1747,cancer,control,0.82
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...0_S3-H7_1_1752,cancer,control,0.78
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...9_S3-D2_1_1863,cancer,control,0.74
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...1_S3-A2_1_1868,cancer,control,0.75
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...6_S3-C2_1_1875,cancer,control,0.75
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...3_S3-G2_1_1880,cancer,control,0.64
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...8_S3-E2_1_1890,cancer,control,0.59
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...0_S3-F2_1_1895,cancer,control,0.81
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...7_S3-H2_1_1902,cancer,control,0.66
XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...4_S3-B2_1_1907,cancer,control,0.59
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...0_S3-H7_1_1609,cancer,cancer,0.89
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...7_S3-A2_1_1616,cancer,cancer,0.79
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...2_S3-D2_1_1621,cancer,cancer,0.87
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...9_S3-F2_1_1632,cancer,cancer,0.74
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...4_S3-C2_1_1637,cancer,cancer,0.68
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...1_S3-H2_1_1644,cancer,cancer,0.81
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...6_S3-B7_1_1649,cancer,cancer,0.86
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...3_S3-F7_1_1656,cancer,cancer,0.83
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...8_S3-G2_1_1661,cancer,cancer,0.85
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...5_S3-D7_1_1668,cancer,cancer,0.72
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...0_S3-A7_1_1673,cancer,cancer,0.8
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...7_S3-B2_1_1680,cancer,cancer,0.75
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...2_S3-C7_1_1685,cancer,cancer,0.77
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...9_S3-E2_1_1692,cancer,cancer,1
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...4_S3-E7_1_1697,cancer,cancer,0.87
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...5_S3-G7_1_1604,cancer,cancer,0.66
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...7_S3-A2_1_1759,cancer,cancer,0.79
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...2_S3-D2_1_1764,cancer,cancer,0.88
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...4_S3-C2_1_1776,cancer,cancer,0.87
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...7_S3-B2_1_1819,cancer,cancer,0.87
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...9_S3-F2_1_1771,cancer,control,0.87
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...1_S3-H2_1_1783,cancer,control,0.86
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...6_S3-B7_1_1788,cancer,control,0.82
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...3_S3-F7_1_1795,cancer,control,0.87
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...8_S3-G2_1_1800,cancer,control,0.88
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...5_S3-D7_1_1807,cancer,control,0.86
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...0_S3-A7_1_1812,cancer,control,0.66
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...2_S3-C7_1_1824,cancer,control,0.87
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...9_S3-E2_1_1831,cancer,control,0.88
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...4_S3-E7_1_1836,cancer,control,0.84
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...5_S3-G7_1_1747,cancer,control,0.87
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...0_S3-H7_1_1752,cancer,control,0.78
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...9_S3-D2_1_1863,cancer,control,0.89
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...1_S3-A2_1_1868,cancer,control,0.88
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...6_S3-C2_1_1875,cancer,control,0.89
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...3_S3-G2_1_1880,cancer,control,0.86
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...8_S3-E2_1_1890,cancer,control,0.85
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...0_S3-F2_1_1895,cancer,control,0.84
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...7_S3-H2_1_1902,cancer,control,0.87
XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...4_S3-B2_1_1907,cancer,control,0.82
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...0_S3-H7_1_1609,cancer,cancer,0.81
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...7_S3-A2_1_1616,cancer,cancer,0.85
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...2_S3-D2_1_1621,cancer,cancer,0.86
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...9_S3-F2_1_1632,cancer,cancer,0.8
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...4_S3-C2_1_1637,cancer,cancer,0.74
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...1_S3-H2_1_1644,cancer,cancer,0.85
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...6_S3-B7_1_1649,cancer,cancer,0.77
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...3_S3-F7_1_1656,cancer,cancer,0.87
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...8_S3-G2_1_1661,cancer,cancer,0.84
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...5_S3-D7_1_1668,cancer,cancer,0.83
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...0_S3-A7_1_1673,cancer,cancer,0.88
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...7_S3-B2_1_1680,cancer,cancer,0.82
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...2_S3-C7_1_1685,cancer,cancer,0.81
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...9_S3-E2_1_1692,cancer,cancer,0.87
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...4_S3-E7_1_1697,cancer,cancer,1
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...5_S3-G7_1_1604,cancer,cancer,0.74
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...7_S3-A2_1_1759,cancer,cancer,0.8
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...2_S3-D2_1_1764,cancer,cancer,0.79
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...4_S3-C2_1_1776,cancer,cancer,0.88
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...7_S3-B2_1_1819,cancer,cancer,0.88
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...9_S3-F2_1_1771,cancer,control,0.86
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...1_S3-H2_1_1783,cancer,control,0.81
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...6_S3-B7_1_1788,cancer,control,0.87
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...3_S3-F7_1_1795,cancer,control,0.88
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...8_S3-G2_1_1800,cancer,control,0.88
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...5_S3-D7_1_1807,cancer,control,0.86
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...0_S3-A7_1_1812,cancer,control,0.74
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...2_S3-C7_1_1824,cancer,control,0.86
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...9_S3-E2_1_1831,cancer,control,0.83
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...4_S3-E7_1_1836,cancer,control,0.86
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...5_S3-G7_1_1747,cancer,control,0.89
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...0_S3-H7_1_1752,cancer,control,0.83
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...9_S3-D2_1_1863,cancer,control,0.84
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...1_S3-A2_1_1868,cancer,control,0.86
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...6_S3-C2_1_1875,cancer,control,0.86
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...3_S3-G2_1_1880,cancer,control,0.79
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...8_S3-E2_1_1890,cancer,control,0.74
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...0_S3-F2_1_1895,cancer,control,0.86
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...7_S3-H2_1_1902,cancer,control,0.78
XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...4_S3-B2_1_1907,cancer,control,0.72
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...0_S3-H7_1_1609,cancer,cancer,0.54
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...7_S3-A2_1_1616,cancer,cancer,0.76
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...2_S3-D2_1_1621,cancer,cancer,0.65
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...9_S3-F2_1_1632,cancer,cancer,0.84
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...4_S3-C2_1_1637,cancer,cancer,0.83
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...1_S3-H2_1_1644,cancer,cancer,0.81
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...6_S3-B7_1_1649,cancer,cancer,0.48
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...3_S3-F7_1_1656,cancer,cancer,0.77
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...8_S3-G2_1_1661,cancer,cancer,0.7
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...5_S3-D7_1_1668,cancer,cancer,0.82
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...0_S3-A7_1_1673,cancer,cancer,0.78
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...7_S3-B2_1_1680,cancer,cancer,0.85
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...2_S3-C7_1_1685,cancer,cancer,0.76
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...9_S3-E2_1_1692,cancer,cancer,0.66
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...4_S3-E7_1_1697,cancer,cancer,0.74
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...5_S3-G7_1_1604,cancer,cancer,1
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...7_S3-A2_1_1759,cancer,cancer,0.75
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...2_S3-D2_1_1764,cancer,cancer,0.55
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...4_S3-C2_1_1776,cancer,cancer,0.73
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...7_S3-B2_1_1819,cancer,cancer,0.73
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...9_S3-F2_1_1771,cancer,control,0.71
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...1_S3-H2_1_1783,cancer,control,0.57
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...6_S3-B7_1_1788,cancer,control,0.8
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...3_S3-F7_1_1795,cancer,control,0.7
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...8_S3-G2_1_1800,cancer,control,0.71
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...5_S3-D7_1_1807,cancer,control,0.67
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...0_S3-A7_1_1812,cancer,control,0.86
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...2_S3-C7_1_1824,cancer,control,0.7
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...9_S3-E2_1_1831,cancer,control,0.59
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...4_S3-E7_1_1836,cancer,control,0.7
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...5_S3-G7_1_1747,cancer,control,0.74
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...0_S3-H7_1_1752,cancer,control,0.81
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...9_S3-D2_1_1863,cancer,control,0.61
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...1_S3-A2_1_1868,cancer,control,0.67
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...6_S3-C2_1_1875,cancer,control,0.69
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...3_S3-G2_1_1880,cancer,control,0.53
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...8_S3-E2_1_1890,cancer,control,0.47
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...0_S3-F2_1_1895,cancer,control,0.75
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...7_S3-H2_1_1902,cancer,control,0.53
XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...4_S3-B2_1_1907,cancer,control,0.45
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...0_S3-H7_1_1609,cancer,cancer,0.7
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...7_S3-A2_1_1616,cancer,cancer,0.77
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...2_S3-D2_1_1621,cancer,cancer,0.76
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...9_S3-F2_1_1632,cancer,cancer,0.8
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...4_S3-C2_1_1637,cancer,cancer,0.77
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...1_S3-H2_1_1644,cancer,cancer,0.8
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...6_S3-B7_1_1649,cancer,cancer,0.67
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...3_S3-F7_1_1656,cancer,cancer,0.79
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...8_S3-G2_1_1661,cancer,cancer,0.82
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...5_S3-D7_1_1668,cancer,cancer,0.79
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...0_S3-A7_1_1673,cancer,cancer,0.79
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...7_S3-B2_1_1680,cancer,cancer,0.81
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...2_S3-C7_1_1685,cancer,cancer,0.8
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...9_S3-E2_1_1692,cancer,cancer,0.79
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...4_S3-E7_1_1697,cancer,cancer,0.8
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...5_S3-G7_1_1604,cancer,cancer,0.75
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...7_S3-A2_1_1759,cancer,cancer,1
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...2_S3-D2_1_1764,cancer,cancer,0.67
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...4_S3-C2_1_1776,cancer,cancer,0.8
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...7_S3-B2_1_1819,cancer,cancer,0.81
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...9_S3-F2_1_1771,cancer,control,0.75
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...1_S3-H2_1_1783,cancer,control,0.65
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...6_S3-B7_1_1788,cancer,control,0.81
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...3_S3-F7_1_1795,cancer,control,0.75
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...8_S3-G2_1_1800,cancer,control,0.77
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...5_S3-D7_1_1807,cancer,control,0.73
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...0_S3-A7_1_1812,cancer,control,0.75
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...2_S3-C7_1_1824,cancer,control,0.75
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...9_S3-E2_1_1831,cancer,control,0.73
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...4_S3-E7_1_1836,cancer,control,0.77
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...5_S3-G7_1_1747,cancer,control,0.79
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...0_S3-H7_1_1752,cancer,control,0.79
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...9_S3-D2_1_1863,cancer,control,0.73
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...1_S3-A2_1_1868,cancer,control,0.73
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...6_S3-C2_1_1875,cancer,control,0.75
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...3_S3-G2_1_1880,cancer,control,0.65
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...8_S3-E2_1_1890,cancer,control,0.61
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...0_S3-F2_1_1895,cancer,control,0.77
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...7_S3-H2_1_1902,cancer,control,0.65
XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...4_S3-B2_1_1907,cancer,control,0.59
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...0_S3-H7_1_1609,cancer,cancer,0.91
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...7_S3-A2_1_1616,cancer,cancer,0.73
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...2_S3-D2_1_1621,cancer,cancer,0.85
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...9_S3-F2_1_1632,cancer,cancer,0.62
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...4_S3-C2_1_1637,cancer,cancer,0.54
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...1_S3-H2_1_1644,cancer,cancer,0.73
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...6_S3-B7_1_1649,cancer,cancer,0.88
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...3_S3-F7_1_1656,cancer,cancer,0.75
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...8_S3-G2_1_1661,cancer,cancer,0.79
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...5_S3-D7_1_1668,cancer,cancer,0.61
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...0_S3-A7_1_1673,cancer,cancer,0.73
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...7_S3-B2_1_1680,cancer,cancer,0.62
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...2_S3-C7_1_1685,cancer,cancer,0.67
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...9_S3-E2_1_1692,cancer,cancer,0.88
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...4_S3-E7_1_1697,cancer,cancer,0.79
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...5_S3-G7_1_1604,cancer,cancer,0.55
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...7_S3-A2_1_1759,cancer,cancer,0.67
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...2_S3-D2_1_1764,cancer,cancer,1
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...4_S3-C2_1_1776,cancer,cancer,0.84
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...7_S3-B2_1_1819,cancer,cancer,0.82
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...9_S3-F2_1_1771,cancer,control,0.87
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...1_S3-H2_1_1783,cancer,control,0.92
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...6_S3-B7_1_1788,cancer,control,0.76
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...3_S3-F7_1_1795,cancer,control,0.87
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...8_S3-G2_1_1800,cancer,control,0.87
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...5_S3-D7_1_1807,cancer,control,0.86
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...0_S3-A7_1_1812,cancer,control,0.55
XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...2_S3-C7_1_1824,cancer,control,0.87
